,langs
3923,ru
3924,id
3925,sv
3927,pt
3929,km
3931,ms
3932,eo
3934,de
3937,jv
3938,it
3939,da
3940,ro
3942,em
3947,de
3949,nl
3950,tr
3951,vi
3952,fr
3953,ms
3954,es
3955,sk
3956,hu
3957,il
3958,id
3960,pt
3962,hr
3963,fr
3964,ja
3965,nd
3967,pl
3969,fi
3970,ms
3971,it
3972,it
3973,de
3974,gl
3975,hu
3976,ro
3977,nd
3978,nl
3980,it
3982,fr
3983,fi
3984,it
3985,it
3991,de
3993,id
3994,ms
3995,pt
3996,ml
3997,cs
3998,et
3999,ms
4000,cs
4001,tr
4002,pt
4006,ce
4007,ms
4009,ce
4013,it
4014,it
4016,ca
4017,fa
4018,eo
4019,tl
4020,io
4021,eo
4022,bn
4024,jv
4026,es
4027,gl
4028,de
4029,jv
4030,fr
4032,sv
4033,it
4034,fa
4036,id
4037,pt
4039,de
4041,eo
4042,de
4043,id
4044,ms
4045,es
4046,pl
4047,ja
4048,nl
4049,sv
4050,tr
4053,pl
4055,ce
4056,ro
4057,id
4058,fr
4059,ro
4062,it
4063,eo
4066,et
4067,eo
4068,it
4070,ms
4074,fy
4075,eu
4076,de
4078,sl
4079,es
4081,id
4083,sv
4084,id
4086,fa
4089,id
4090,fr
4091,id
4095,id
4097,id
4098,de
4099,id
4100,zh
4101,kk
4102,su
4105,kn
4107,id
4109,fi
4112,hr
4116,ja
4118,lt
4119,es
4120,es
4121,uk
4122,la
4124,ce
4127,eo
4128,et
4129,pt
4130,tl
4131,fi
4134,eu
4135,pl
4136,sv
4137,ce
4138,id
4139,il
4141,id
4144,nl
4145,eu
4147,de
4150,eu
4151,eo
4153,de
4154,ms
4156,es
4157,ru
4158,id
4160,ms
4161,ur
4162,tr
4163,it
4164,et
4165,fa
4166,ms
4168,nd
4169,fi
4170,ca
4171,eo
4172,sk
4174,ms
4175,pl
4176,ms
4180,pl
4181,jb
4182,fr
4183,hr
4185,sv
4186,fy
4187,pl
4188,sv
4189,nl
4190,lt
4191,uz
4193,nl
4194,es
4196,fr
4197,de
4198,pl
4200,fi
4203,it
4204,nl
4207,es
4209,sl
4210,es
4213,id
4214,it
4218,id
4220,it
4221,es
4222,id
4223,fr
4224,de
4226,es
4227,id
4228,fr
4229,ms
4230,eo
4231,tl
4232,ro
4233,li
4234,fi
4235,te
4236,es
4237,eo
4238,es
4240,fa
4241,ja
4243,no
4244,th
4246,pt
4247,it
4248,fi
4249,tr
4251,lt
4252,id
4256,es
4257,uz
4258,la
4259,nl
4260,tr
4261,lv
4263,ro
4266,pt
4267,wa
4273,de
4274,kw
4276,es
4277,ga
4278,de
4281,nl
4282,nd
4283,ia
4284,id
4285,fi
4287,id
4290,tr
4291,it
4292,km
4293,id
4294,sq
4295,ms
4297,id
4298,pl
4300,it
4301,nl
4303,id
4304,ca
4305,pl
4306,fi
4307,eo
4308,br
4309,it
4311,tl
4312,hu
4313,fi
4319,eo
4320,hu
4322,uz
4323,id
4324,es
4325,al
4326,es
4328,id
4329,no
4330,tr
4331,nl
4332,fr
4333,id
4336,it
4339,it
4341,id
4342,tr
4343,pt
4345,ur
4346,ar
4347,fr
4348,ca
4349,no
4350,pt
4353,fi
4354,tr
4355,es
4357,nl
4358,de
4359,ru
4361,es
4362,fi
4363,eu
4364,sv
4365,de
4366,es
4368,id
4370,pl
4372,hu
4373,id
4376,id
4377,nl
4379,pl
4380,de
4381,zh
4384,it
4385,id
4386,eo
4387,oc
4388,nl
4389,eo
4390,sq
4391,id
4393,tr
4394,sv
4396,es
4397,ro
4398,de
4399,ms
4401,fr
4403,pl
4404,fi
4406,no
4409,il
4411,sv
4416,id
4417,ro
4419,de
4420,pt
4421,hu
4423,hu
4424,fr
4425,tr
4426,zh
4427,id
4428,nl
4429,pt
4430,pt
4432,de
4433,mt
4434,es
4435,wa
4436,pl
4437,id
4438,id
4439,da
4441,de
4442,tr
4445,ms
4446,ko
4448,es
4450,it
4451,eo
4452,nl
4454,tr
4455,ce
4456,eo
4460,cs
4461,pl
4462,id
4464,id
4465,id
4466,pl
4467,id
4468,pl
4469,hr
4470,ms
4474,de
4475,pl
4476,ms
4478,it
4479,it
4480,hr
4481,cs
4482,bn
4483,fr
4484,it
4485,it
4486,fr
4487,es
4489,lv
4495,wa
4497,ms
4498,id
4499,ur
4500,zh
4501,de
4502,de
4503,ce
4506,pl
4507,fi
4508,hu
4513,no
4514,vi
4515,sk
4516,et
4519,ms
4520,de
4521,de
4522,es
4523,ga
4525,al
4527,id
4529,eo
4531,oc
4532,fr
4534,hr
4535,pl
4536,id
4537,id
4538,it
4541,tr
4543,eu
4544,id
4545,tr
4547,tl
4548,fr
4549,id
4550,de
4552,eo
4553,mi
4554,hr
4555,pl
4556,id
4559,id
4561,es
4562,tl
4564,eo
4567,id
4569,es
4570,ms
4572,cy
4573,de
4574,de
4579,zh
4583,rm
4584,de
4586,sr
4589,la
4590,id
4591,es
4592,cs
4597,no
4599,es
4600,es
4601,fr
4602,it
4604,de
4605,it
4606,gu
4607,es
4608,fi
4609,id
4611,et
4614,fi
4615,fr
4618,sl
4619,sl
4621,et
4622,mi
4624,sr
4626,ru
4627,sl
4628,wa
4629,id
4630,fr
4631,jv
4632,fr
4633,tr
4635,it
4636,es
4639,pl
4641,sk
4642,sh
4643,es
4645,id
4646,id
4651,it
4653,eu
4654,id
4655,id
4656,eo
4657,pt
4658,da
4659,id
4662,tr
4664,it
4665,es
4666,it
4667,fr
4668,ru
4670,id
4671,de
4673,it
4674,eo
4675,ce
4676,nl
4678,es
4679,af
4680,pl
4682,tr
4684,ce
4685,id
4687,fi
4688,tr
4689,ce
4692,pt
4693,ro
4695,fr
4696,tr
4697,lr
4698,de
4699,nn
4700,de
4702,pl
4703,id
4704,tr
4706,it
4707,eu
4709,jv
4712,no
4714,pl
4716,pt
4717,sh
4718,pt
4720,ms
4721,fr
4722,id
4723,id
4724,uk
4725,ba
4726,nl
4727,it
4728,ce
4729,ce
4735,ko
4736,la
4737,cs
4738,el
4739,id
4741,fr
4744,hy
4745,fi
4746,de
4747,it
4748,id
4749,tl
4754,id
4755,ms
4756,ms
4758,mw
4759,de
4761,fi
4762,pt
4763,ur
4765,sr
4767,de
4768,pl
4771,sh
4772,ms
4773,hu
4774,pl
4775,hu
4776,lt
4777,ms
4778,fi
4779,id
4780,id
4782,pt
4783,fi
4784,ms
4787,sq
4788,hu
4789,tr
4790,lt
4791,sv
4792,es
4793,az
4794,so
4795,eo
4796,ms
4797,de
4799,it
4800,id
4804,ce
4805,eo
4807,it
4808,ar
4809,tr
4810,la
4814,et
4817,ca
4818,ms
4819,nl
4821,sv
4824,ca
4825,fr
4826,sv
4827,ms
4829,uk
4830,fi
4831,de
4832,vi
4833,id
4834,hr
4835,hu
4836,it
4837,id
4838,fi
4839,pt
4842,el
4843,tr
4845,wa
4846,it
4849,id
4850,id
4851,eo
4852,ja
4854,es
4856,it
4857,ce
4858,fr
4859,xa
4860,ca
4861,it
4863,de
4864,de
4865,nl
4866,es
4867,fi
4868,id
4869,ms
4872,af
4873,pl
4874,eo
4875,et
4876,nl
4878,ce
4880,id
4881,de
4883,id
4884,de
4886,de
4890,nl
4891,it
4894,eu
4895,sh
4896,de
4897,de
4898,tr
4899,fr
4900,id
4901,id
4903,de
4905,hu
4906,fr
4907,eu
4909,nl
4910,wa
4911,ms
4912,ce
4913,az
4914,no
4915,sl
4916,de
4917,de
4920,fr
4921,fr
4922,it
4924,ms
4925,de
4927,de
4928,id
4929,ca
4932,id
4933,es
4935,id
4937,it
4939,nl
4940,nl
4941,it
4942,es
4943,ca
4944,ms
4946,pm
4948,es
4949,eu
4950,es
4951,id
4952,it
4953,ro
4954,uk
4957,ms
4958,es
4959,tr
4960,id
4961,jv
4962,it
4964,ca
4967,ko
4968,ms
4969,it
4971,es
4972,es
4974,de
4975,it
4976,de
4977,bn
4979,de
4982,nl
4983,ru
4985,id
4986,wa
4988,fi
4990,it
4992,pt
4995,it
4996,ms
4997,es
4998,id
4999,id
5001,id
5003,it
5006,de
5007,wa
5008,uk
5009,pl
5010,sl
5011,id
5013,id
5015,id
5016,ms
5017,kn
5018,id
5019,my
5020,is
5023,cy
5025,nl
5026,sh
5027,sk
5028,fi
5030,da
5031,it
5037,fr
5038,sv
5039,id
5041,fi
5042,ce
5043,tr
5044,ms
5045,da
5046,it
5049,id
5050,fr
5052,ca
5054,es
5056,id
5057,no
5058,tr
5059,id
5060,fi
5061,id
5062,hr
5064,ca
5065,tr
5066,hr
5067,sl
5068,it
5069,id
5071,id
5072,pl
5073,ms
5074,pl
5076,fr
5077,sw
5079,it
5080,mr
5081,wa
5082,id
5083,nl
5084,it
5085,ro
5086,nl
5088,sv
5089,hr
5090,fa
5093,id
5094,eo
5095,hr
5096,ms
5097,kn
5098,id
5103,de
5104,hr
5105,hu
5111,ms
5113,hu
5114,nl
5115,et
5116,sr
5117,tr
5119,es
5120,es
5121,sh
5122,sv
5123,sw
5124,zh
5125,ms
5126,pl
5128,tr
5129,id
5130,sv
5132,id
5133,id
5136,pl
5138,id
5139,tl
5140,id
5141,it
5142,fi
5144,zh
5145,de
5146,jv
5147,ro
5148,fi
5150,de
5151,es
5153,lt
5155,it
5158,sw
5159,ms
5160,de
5161,es
5162,zh
5163,it
5164,tl
5165,id
5166,de
5167,fi
5168,tr
5169,nl
5170,it
5171,ce
5172,ms
5174,es
5176,kn
5177,zh
5178,ms
5179,it
5180,de
5184,it
5185,id
5186,hu
5187,it
5189,id
5192,nl
5193,es
5194,su
5195,de
5197,id
5198,bs
5199,de
5200,vo
5201,fr
5203,hu
5205,fr
5207,jv
5208,ce
5209,id
5211,et
5213,de
5215,id
5217,id
5218,cs
5219,ck
5220,it
5221,fr
5225,tr
5226,br
5227,de
5228,it
5232,id
5234,es
5236,it
5237,nn
5241,id
5242,fa
5244,hu
5247,ce
5248,cs
5249,fr
5250,es
5251,tl
5252,ce
5255,ca
5258,no
5259,eo
5260,ce
5263,id
5266,pl
5269,id
5273,sv
5277,fr
5279,ce
5280,nl
5281,sq
5282,nl
5283,id
5286,de
5288,fi
5290,bs
5292,zh
5293,de
5294,id
5295,fr
5297,ms
5300,sv
5301,zh
5303,it
5305,pt
5306,es
5308,fr
5310,de
5314,fr
5315,fi
5316,it
5319,it
5320,de
5321,it
5322,de
5323,id
5324,tr
5325,nl
5327,ms
5328,it
5329,es
5330,lv
5332,de
5334,id
5336,et
5338,hr
5340,de
5341,de
5343,sv
5344,pt
5345,it
5347,ms
5348,nl
5351,id
5352,sk
5354,pl
5355,id
5356,tr
5358,id
5359,es
5360,sk
5362,hu
5363,pl
5364,ca
5365,nd
5367,ce
5368,fi
5369,nl
5370,hr
5371,gd
5372,hu
5373,de
5374,ja
5375,de
5376,id
5377,de
5378,de
5379,hy
5380,tl
5381,eo
5382,ms
5383,no
5384,nl
5385,zh
5386,tl
5387,hu
5388,id
5389,es
5390,pt
5391,pl
5392,pl
5393,lv
5394,ms
5395,pt
5397,id
5398,vi
5399,ce
5400,wa
5402,fr
5406,fi
5409,id
5410,id
5415,sv
5416,ko
5419,fi
5422,fr
5423,nl
5424,pt
5425,id
5429,nl
5430,il
5431,hu
5432,id
5434,eo
5435,es
5436,tr
5439,pt
5440,zh
5441,es
5443,ms
5444,pl
5445,fr
5447,it
5449,tr
5450,wa
5453,it
5454,de
5455,de
5456,ms
5458,es
5459,nl
5460,fr
5461,de
5462,id
5463,nl
5465,kw
5466,fr
5467,id
5468,bn
5469,pl
5471,fi
5473,fr
5474,es
5475,es
5476,eo
5477,sh
5479,it
5480,vi
5482,ca
5484,sr
5486,no
5488,tr
5489,pt
5490,te
5491,id
5492,id
5494,sv
5496,eo
5497,de
5499,id
5500,uz
5501,sv
5502,id
5503,pt
5504,pt
5505,id
5507,id
5509,ms
5510,ta
5512,de
5513,it
5514,id
5516,it
5519,id
5520,ms
5521,es
5522,fi
5523,ce
5527,nl
5529,hu
5531,nl
5534,de
5535,pl
5536,de
5537,pt
5538,es
5539,pl
5540,ce
5541,fr
5543,ca
5545,pl
5546,sv
5547,jv
5548,ca
5551,sv
5555,pt
5556,it
5557,de
5558,de
5559,fi
5563,eu
5565,ms
5566,ms
5570,sv
5572,hr
5573,tr
5574,sr
5576,cs
5578,tr
5580,mt
5581,eo
5584,ro
5585,tr
5587,sv
5590,ro
5592,hr
5593,lt
5594,it
5595,fr
5596,it
5598,pt
5600,ja
5602,ce
5603,su
5604,id
5605,id
5607,de
5608,es
5610,hr
5611,eo
5612,pl
5613,no
5614,zh
5615,su
5616,nl
5617,nl
5619,es
5620,de
5621,it
5622,ru
5623,hu
5624,pt
5626,hr
5627,ko
5629,ms
5630,ms
5631,wa
5634,es
5636,id
5637,eo
5640,eu
5642,id
5643,sq
5644,nl
5646,hu
5648,no
5649,id
5651,id
5653,ar
5656,de
5657,nl
5659,mi
5660,es
5661,ja
5662,pl
5663,ca
5664,fr
5665,sq
5666,oc
5667,es
5670,it
5671,id
5672,fi
5673,es
5674,da
5675,pl
5676,id
5677,pt
5679,eo
5680,it
5681,nl
5682,hu
5683,fr
5685,id
5688,fi
5690,es
5691,nl
5693,es
5694,tr
5697,id
5698,fr
5700,kn
5701,de
5704,fr
5705,es
5707,tl
5708,io
5710,fr
5711,fi
5712,fi
5713,id
5714,da
5716,id
5721,es
5722,pl
5723,zh
5725,fr
5727,pl
5728,mi
5729,id
5730,de
5732,it
5734,fi
5736,id
5738,fi
5739,ml
5740,fr
5741,et
5742,es
5743,de
5745,id
5747,id
5748,zh
5750,no
5751,nl
5752,uz
5753,tr
5754,hr
5755,eo
5759,id
5760,sk
5763,nl
5765,pl
5766,ce
5767,id
5768,it
5770,ca
5771,de
5772,id
5773,de
5774,es
5775,fi
5776,nd
5777,de
5778,la
5779,id
5782,cs
5783,nl
5784,ru
5785,cs
5786,es
5787,id
5788,fi
5789,ms
5790,de
5793,br
5794,it
5797,pl
5798,eo
5799,zh
5800,id
5801,tr
5802,de
5807,de
5809,es
5811,id
5812,it
5813,ms
5814,pl
5815,it
5816,uz
5817,de
5818,it
5819,my
5820,sv
5821,fr
5824,ms
5825,ms
5827,fr
5830,eo
5832,ce
5833,fr
5835,id
5837,it
5838,hu
5839,vo
5840,eo
5841,pl
5842,tr
5844,id
5845,it
5848,pl
5849,de
5850,id
5851,it
5852,lt
5853,tr
5854,eo
5855,ms
5856,de
5857,id
5859,fi
5860,es
5861,fi
5862,ce
5863,it
5868,fi
5869,eo
5870,id
5871,pt
5872,tl
5874,tr
5876,gv
5877,hu
5878,id
5880,de
5881,uk
5882,pl
5883,da
5884,de
5886,pt
5888,da
5890,tl
5891,pt
5893,de
5894,no
5895,cy
5896,sv
5898,es
5899,ja
5901,sv
5902,pt
5904,id
5905,sw
5906,id
5907,da
5908,hu
5909,ml
5910,nl
5912,tl
5914,it
5915,it
5922,lt
5924,fi
5926,az
5927,it
5928,id
5930,fr
5931,de
5932,de
5933,de
5934,ms
5935,zh
5936,de
5937,zh
5938,lb
5939,ms
5941,it
5942,pl
5945,nn
5946,it
5947,eo
5948,uz
5949,id
5951,ms
5952,es
5953,af
5955,de
5958,sv
5959,id
5960,id
5962,ca
5963,fi
5964,pt
5965,ro
5966,fr
5967,sv
5970,ru
5971,et
5972,pl
5973,id
5974,fy
5975,no
5977,et
5978,tr
5979,gv
5981,ja
5983,la
5984,es
5985,lv
5986,nl
5988,it
5989,la
5991,de
5992,fr
5993,sw
5994,fr
5995,id
5996,es
5998,vo
6000,id
6001,uk
6002,pl
6003,sr
6005,it
6007,pt
6010,vi
6011,id
6012,ce
6013,fi
6014,id
6015,id
6016,ru
6017,mi
6018,eo
6020,id
6022,id
6023,ca
6024,ms
6025,ca
6027,de
6028,es
6029,et
6030,hu
6031,sl
6032,es
6033,it
6034,es
6035,de
6036,it
6037,ms
6038,es
6040,fy
6042,ms
6043,cs
6046,it
6048,da
6049,ce
6050,eo
6052,hu
6054,tr
6056,vi
6058,id
6059,nl
6060,id
6062,fr
6064,zh
6065,fi
6066,nl
6067,eo
6070,ur
6071,ca
6073,ms
6075,nl
6077,pt
6078,nl
6079,uz
6080,kk
6081,ms
6082,ca
6083,de
6084,id
6085,cs
6086,pl
6087,hr
6088,it
6089,tr
6090,vo
6091,de
6092,eo
6094,id
6095,fr
6096,es
6097,nl
6098,pt
6099,id
6100,ro
6101,sv
6102,da
6103,ku
6104,id
6105,it
6106,id
6107,es
6109,id
6110,nl
6111,id
6114,tl
6116,fr
6118,gl
6122,hu
6123,id
6124,de
6126,ru
6127,id
6128,id
6129,it
6130,fr
6133,nd
6135,de
6136,it
6137,pt
6138,tr
6139,es
6141,th
6143,de
6144,la
6146,jv
6151,id
6152,es
6153,ar
6155,it
6156,nl
6157,id
6158,sv
6159,id
6160,id
6161,id
6162,ms
6165,pl
6166,id
6167,it
6168,de
6171,id
6173,id
6174,it
6175,de
6176,de
6179,de
6181,gl
6183,hu
6186,hu
6188,fi
6189,sw
6191,es
6193,fr
6194,id
6195,nl
6196,ms
6200,fr
6203,lv
6204,no
6205,la
6206,zh
6208,kw
6211,id
6212,id
6213,es
6215,tr
6217,ce
6218,nl
6219,eo
6221,it
6222,es
6224,fr
6225,nl
6226,sv
6227,it
6228,sv
6229,es
6231,lt
6233,fi
6236,fa
6239,fr
6240,fr
6241,pt
6242,sv
6243,pt
6245,vi
6246,id
6247,id
6248,de
6251,de
6252,de
6254,tr
6256,it
6257,eo
6258,ms
6259,id
6260,it
6262,af
6263,ms
6264,it
6267,vi
6269,wa
6270,it
6272,fr
6273,it
6274,fr
6275,pt
6279,ce
6280,fr
6281,hr
6282,id
6285,it
6286,fi
6288,ms
6291,id
6292,de
6293,ms
6294,pt
6298,de
6299,it
6300,et
6301,it
6302,pt
6303,id
6304,nl
6305,ro
6306,sv
6307,hr
6308,id
6309,hu
6312,pl
6313,pt
6314,it
6317,tl
6319,fr
6320,it
6323,ms
6324,cs
6325,sk
6326,sv
6328,id
6330,fi
6331,vi
6335,hr
6338,tr
6339,eu
6340,pl
6344,la
6345,eu
6346,hu
6347,id
6348,de
6351,es
6352,es
6353,id
6354,sv
6355,nl
6356,id
6357,fi
6358,cs
6361,de
6362,eo
6363,tr
6364,zh
6365,wa
6367,it
6368,fi
6372,de
6373,fr
6374,eo
6377,fi
6379,tr
6381,wa
6383,hr
6384,no
6385,id
6386,ro
6387,jb
6390,jv
6391,hr
6394,id
6395,id
6396,id
6397,id
6399,fy
6400,hr
6401,ms
6402,ja
6405,ur
6406,it
6407,hu
6409,ms
6410,es
6412,fr
6413,cs
6414,id
6415,pt
6416,ms
6419,es
6420,uz
6421,it
6423,bs
6424,de
6426,sv
6428,nl
6429,nl
6430,as
6432,tr
6434,ce
6435,sv
6436,es
6437,vi
6438,fi
6439,tl
6441,es
6442,pl
6444,id
6446,ca
6447,id
6448,es
6449,de
6451,fy
6452,id
6454,de
6459,de
6460,kw
6461,pt
6462,nl
6463,de
6464,tl
6466,es
6467,de
6468,lt
6469,ms
6470,ms
6471,eu
6472,ia
6473,sh
6475,hu
6476,it
6477,fr
6478,es
6479,id
6480,fi
6483,nl
6484,ms
6485,fr
6486,ia
6487,vi
6488,sr
6489,fr
6491,es
6493,fr
6495,hu
6497,id
6499,de
6500,de
6501,sv
6502,it
6505,ja
6506,de
6509,nl
6510,fi
6511,pt
6513,ca
6514,ca
6515,de
6516,es
6517,th
6519,pl
6520,id
6521,sv
6523,jv
6524,wa
6526,es
6527,bs
6528,de
6529,io
6531,pt
6532,nl
6534,fr
6535,es
6536,ca
6537,it
6539,de
6541,pt
6542,fi
6543,jv
6544,fr
6545,ca
6550,ce
6552,pm
6553,it
6556,id
6559,nl
6560,hr
6561,pa
6562,eo
6563,et
6564,tl
6565,cy
6566,id
6569,da
6571,id
6572,sv
6573,vi
6574,tr
6576,de
6577,no
6578,fi
6579,ce
6580,fi
6581,is
6582,id
6583,de
6584,fi
6586,ce
6589,it
6590,id
6596,zh
6598,hr
6599,sv
6601,id
6602,ms
6603,fa
6604,es
6608,it
6609,vi
6610,eu
6611,it
6612,et
6613,pt
6615,ce
6617,id
6619,hu
6620,es
6622,id
6623,la
6624,ca
6625,de
6627,ms
6629,id
6630,id
6631,es
6633,de
6634,id
6635,sk
6636,eo
6637,es
6638,id
6639,fr
6640,es
6641,it
6642,ta
6645,es
6646,id
6647,zh
6648,it
6650,no
6652,id
6653,fi
6654,da
6656,sv
6657,la
6658,fr
6659,es
6662,hu
6664,de
6666,de
6667,id
6668,sv
6669,eo
6671,hu
6672,ca
6673,it
6674,de
6677,eo
6678,it
6679,es
6680,io
6681,eo
6686,id
6687,de
6690,ce
6691,id
6692,ko
6693,pl
6695,ro
6696,nl
6698,id
6699,fr
6700,de
6701,mr
6702,id
6704,hu
6705,fr
6707,it
6708,pl
6709,id
6710,hu
6711,sh
6713,es
6716,zh
6717,ms
6718,es
6719,wa
6720,uz
6721,it
6722,jv
6723,es
6724,pt
6725,id
6726,id
6727,uk
6729,de
6730,es
6731,hu
6732,zh
6734,es
6735,ga
6737,ms
6738,fr
6739,fi
6742,fr
6743,az
6744,jv
6746,pl
6748,de
6749,fr
6750,no
6752,id
6754,cs
6755,id
6756,vi
6757,fr
6760,ms
6761,it
6762,jv
6763,nl
6764,ce
6766,tr
6767,mi
6771,ca
6773,tr
6775,it
6777,sl
6778,de
6780,bo
6782,id
6783,hu
6785,de
6787,fr
6788,it
6789,nl
6790,it
6791,nl
6792,it
6793,id
6794,it
6795,cs
6796,ca
6797,ca
6798,nl
6801,es
6803,lt
6806,de
6807,ms
6808,id
6809,sh
6811,de
6812,nl
6814,id
6816,pl
6817,ur
6818,de
6819,eo
6821,eu
6822,id
6823,id
6825,pl
6826,es
6827,ms
6828,id
6830,de
6831,id
6833,hu
6834,ja
6835,id
6838,de
6839,sv
6841,sv
6842,et
6843,et
6844,id
6846,sl
6847,it
6849,id
6853,eu
6854,fr
6855,no
6856,es
6858,fr
6860,es
6861,ro
6862,th
6863,la
6866,es
6867,lt
6868,fi
6869,id
6870,ms
6871,es
6873,id
6875,vi
6876,tr
6877,id
6878,eu
6879,uz
6880,ms
6882,nl
6884,id
6886,la
6887,it
6888,it
6889,lt
6892,id
6893,es
6894,de
6895,sv
6896,de
6897,it
6898,id
6899,eo
6901,hu
6902,et
6903,pl
6908,it
6909,tr
6910,id
6911,zh
6913,pt
6914,pt
6915,es
6917,pl
6920,la
6921,id
6922,es
6923,de
6926,id
6927,ur
6930,id
6931,es
6933,no
6934,cs
6935,os
6936,fr
6937,de
6938,nl
6939,fr
6944,it
6947,it
6949,de
6950,pl
6951,no
6952,is
6953,ms
6954,id
6955,ms
6957,ms
6958,id
6959,hr
6960,nl
6962,es
6963,ce
6966,cs
6967,de
6968,sv
6971,af
6972,fi
6974,nl
6976,pl
6977,la
6978,az
6979,es
6980,gl
6981,pl
6982,eo
6983,ms
6984,lt
6986,es
6989,fr
6991,it
6992,ms
6993,tr
6994,no
6995,ru
6996,cs
6997,ca
6998,sv
6999,ca
7001,id
7002,it
7004,es
7006,sv
7007,de
7008,de
7010,id
7011,pl
7012,fy
7013,ce
7014,is
7015,id
7016,pt
7017,eu
7018,fa
7019,it
7020,hr
7021,ta
7022,ms
7025,fr
7026,fi
7030,ce
7031,ms
7033,fr
7034,it
7038,fi
7041,de
7042,hu
7044,de
7046,it
7048,cs
7050,it
7052,de
7053,eu
7054,ca
7055,ar
7056,nd
7058,it
7060,de
7062,es
7063,ms
7064,de
7065,tl
7066,id
7067,it
7068,fi
7069,ms
7070,pt
7072,hr
7073,uz
7074,hr
7075,sw
7077,su
7078,es
7080,sl
7082,ht
7083,it
7087,ro
7090,fi
7092,sv
7093,pl
7094,pl
7095,it
7097,br
7098,eo
7100,zh
7104,ms
7105,ur
7106,tr
7112,tr
7113,pt
7114,jv
7115,cs
7118,ca
7119,de
7121,fi
7122,tr
7124,fr
7125,pt
7127,nl
7130,es
7131,ta
7132,lt
7133,tl
7134,fi
7135,fr
7136,tr
7142,fr
7143,hu
7147,fi
7149,hu
7152,sq
7153,it
7156,cs
7157,ca
7160,id
7161,de
7165,tl
7170,fr
7172,nl
7173,it
7175,sw
7176,id
7177,fr
7178,es
7181,ms
7183,es
7184,de
7187,ro
7188,es
7189,tl
7191,id
7192,fr
7193,cs
7196,eo
7197,fr
7201,fr
7202,tr
7204,ms
7206,jv
7209,fr
7210,id
7214,id
7215,fi
7216,ms
7218,it
7219,id
7221,hu
7222,ko
7223,no
7224,fa
7226,it
7227,id
7230,fr
7231,tr
7234,lt
7236,it
7237,id
7238,ur
7239,ce
7240,pt
7244,nl
7245,et
7246,tl
7248,eo
7249,tr
7250,az
7251,ca
7253,fr
7254,uz
7255,pt
7257,fr
7258,fr
7259,de
7260,pl
7264,sv
7266,eo
7267,sv
7268,fr
7269,id
7270,id
7271,pl
7272,id
7273,eu
7274,eo
7275,id
7276,id
7277,ca
7278,pt
7281,fr
7282,de
7283,pl
7284,id
7285,fr
7286,ta
7287,hu
7288,it
7289,it
7291,li
7294,id
7295,it
7296,de
7297,jv
7298,ca
7302,it
7304,pt
7305,ce
7307,de
7308,fr
7309,uk
7311,id
7312,de
7314,sl
7316,es
7317,sl
7319,ce
7320,fi
7322,fr
7323,pl
7325,sw
7326,id
7328,fr
7329,ru
7331,it
7333,hr
7334,id
7335,cs
7336,nl
7337,nl
7339,ce
7340,id
7341,id
7343,pl
7344,no
7345,nd
7346,ja
7347,tr
7349,bc
7351,id
7352,id
7358,pt
7361,fr
7362,ko
7363,nl
7365,it
7367,la
7368,id
7369,fi
7372,ur
7373,de
7375,br
7377,la
7378,de
7379,sl
7380,ms
7381,id
7383,id
7384,id
7386,eo
7387,fi
7388,ca
7390,sv
7391,hu
7392,es
7393,eo
7394,eo
7395,hi
7400,id
7403,ca
7404,sl
7405,pl
7407,et
7409,fr
7410,de
7411,it
7412,zh
7414,lt
7416,sv
7417,zh
7418,id
7420,eu
7421,nd
7423,it
7424,eo
7425,pl
7427,el
7428,de
7429,id
7430,et
7432,br
7434,ce
7435,nl
7437,tr
7440,es
7441,ro
7443,sh
7444,fi
7445,pt
7446,eo
7447,fr
7449,it
7451,ce
7452,ce
7453,es
7454,id
7455,ms
7457,sr
7459,es
7460,uz
7465,fr
7466,eu
7468,pl
7469,es
7472,es
7475,es
7476,de
7477,id
7478,it
7479,fi
7480,de
7481,de
7482,nl
7484,pt
7485,ja
7487,pt
7488,de
7489,uk
7492,fr
7493,fr
7494,pl
7495,pt
7496,de
7497,it
7498,pl
7499,it
7500,id
7501,id
7502,id
7503,vi
7504,it
7505,fr
7506,ce
7508,es
7509,fr
7510,tl
7512,de
7515,es
7517,fr
7518,fr
7519,it
7520,sv
7521,hu
7522,sr
7525,de
7531,es
7532,id
7533,de
7534,es
7535,cs
7537,es
7538,ms
7539,id
7540,id
7542,fi
7543,et
7544,uk
7546,cs
7550,ru
7552,fr
7553,it
7555,es
7556,sk
7558,oc
7559,pl
7560,hu
7562,es
7563,sh
7564,it
7565,eo
7567,fr
7568,pt
7572,cv
7573,ko
7574,gd
7576,no
7577,tr
7578,nl
7579,de
7580,de
7581,de
7583,id
7584,ro
7585,ca
7586,hr
7588,tr
7590,fr
7592,pl
7593,ca
7594,wa
7597,th
7598,es
7600,sv
7602,sr
7603,id
7604,tr
7605,eu
7606,nl
7607,pl
7609,es
7610,it
7611,eo
7612,fr
7613,em
7615,no
7616,no
7618,it
7619,id
7620,tr
7621,es
7622,de
7623,hr
7624,es
7627,nl
7629,fi
7630,la
7632,es
7633,it
7634,pl
7635,sl
7636,fr
7637,no
7638,fr
7641,id
7643,ms
7646,id
7647,id
7648,pt
7649,jv
7650,it
7656,fr
7657,hu
7658,nl
7659,it
7660,fr
